ZIP,AFFGEOID20,GEOID20,NAME20,LSAD20,ALAND20,AWATER20,Percent SNAP,County,Households,geometry
97233,8600000US97233,97233,97233,Z5,12026595,46596,30.8047,Multnomah County,13657,"MULTIPOLYGON (((800325.1022053318 1381613.8948949086, 800315.7253488714 1381323.4171416014, 800165.7576383096 1381324.5141503196, 800174.0505695199 1381623.042781768, 800325.1022053318 1381613.8948949086)), ((790018.3308942167 1379599.9417984842, 790060.6009278925 1381622.9124189022, 791833.4066134581 1381582.9903798194, 792688.6202498588 1381556.3782977064, 793049.9092745627 1381546.7282229026, 794369.5651119619 1381503.2548404664, 795128.5914407425 1381475.0980697796, 795424.3845631272 1381909.5436743787, 795404.7541505971 1381465.3928279078, 796624.1222938446 1381409.9352843377, 797009.6951384398 1381501.888484474, 797006.7575300081 1381381.9571630212, 797666.6123322535 1381355.956690249, 797670.8274129943 1381475.8567595468, 797854.2022560433 1381467.359463575, 797863.4881593355 1381710.7862781126, 798023.6229627879 1381706.1414888327, 798017.2620445746 1381540.3351537057, 798439.007865843 1381528.570278546, 798434.676499275 1381330.251530899, 799332.4069653827 1381322.567861114, 799508.7669981488 1381310.2438184684, 799545.6028212142 1381885.2872469048, 799682.0288387694 1381875.761679187, 799686.3818224302 1381644.038924247, 799875.9574847824 1381627.0188654237, 799832.5580387751 1381287.3991135098, 800314.0762618011 1381266.1915000025, 800643.8163560785 1381255.98078165, 801455.4476581471 1381229.3264607615, 801464.1324029488 1381407.4781811289, 803263.0904552642 1381389.0400608983, 803530.6529152562 1381150.9521167586, 804255.2958230287 1381131.9810365252, 804259.0136699518 1381254.0820004214, 805091.71532289 1381335.7541322913, 805186.2349438944 1381076.6928167234, 805186.1940137346 1381447.277936776, 805385.7647104562 1381578.8839912107, 805374.827579797 1381071.7828964302, 805598.783042574 1381066.02291235, 806080.6885929897 1380996.7914444208, 807264.7880637601 1381468.4011096617, 807409.7115181602 1381086.314817082, 807413.6774755692 1381166.099271178, 808247.0696129679 1381138.0906180418, 808595.985587932 1380954.290498753, 808597.670098854 1381024.6462670388, 809160.5678469335 1381232.577593559, 811221.0614498226 1380967.4698830429, 811223.9574395772 1381056.7635771318, 811606.8462556005 1381038.8935402809, 811585.0381524654 1379874.781374949, 811192.0208759843 1379888.1508428154, 811170.7743911187 1378371.6843840503, 809862.7986910134 1378879.5991318882, 809846.2212481134 1378754.5227703718, 809812.9265394675 1377252.9355827852, 809998.751654614 1377248.8635115055, 809812.2250289795 1375881.1516120231, 808489.0333574784 1375930.2976798406, 808478.8141660739 1375267.8032418324, 807973.9877790756 1374632.4761915363, 807811.0606959474 1374629.8160096568, 807813.6853499874 1374792.7933688983, 807025.7683592349 1374770.4807553764, 806919.2676470171 1374661.0618209739, 805835.2378890325 1374697.3358543993, 805838.8127687589 1374920.4732724016, 804657.0244629207 1375007.6723648633, 804627.0768710842 1374733.7420347743, 803948.5826630641 1374750.4858969233, 803870.502093945 1375234.2004819298, 803514.9269667555 1375145.0427053287, 803514.7786026128 1375117.6903927594, 803037.1038489578 1374773.6180413717, 802673.3823687637 1374782.7879404088, 802394.7002729471 1374787.350199938, 802466.4618588842 1376298.9426164872, 801157.9998205125 1376330.6856924319, 801223.7001856585 1375825.7392884921, 800478.2179236705 1375828.5388339376, 800471.8986402194 1375716.3504818792, 800444.4576765086 1374830.6835627886, 799137.0201516608 1374813.6490650917, 797640.7403574866 1374783.4406025528, 797649.7649685007 1374953.1922633324, 797721.3689712534 1374997.0346839668, 797724.0678813652 1375054.9635614688, 797498.898417324 1375055.7290341642, 797394.1501654303 1375019.9932711849, 797381.9086586277 1374781.7478089365, 796859.6693017973 1374790.5205222561, 795573.6817650928 1374801.6321414397, 795148.8707034256 1374798.5717682876, 794202.934846364 1374807.97867505, 793736.3007798063 1374814.7304865485, 793585.9105887036 1375289.693073177, 793235.0026339741 1375017.4885676696, 793232.4901946789 1374822.044851779, 792591.05854945 1374833.863806515, 792431.9188079307 1375389.6611056414, 791901.1031558185 1374978.5769459596, 790788.382074155 1375285.1573030993, 790778.7914814509 1374887.816907095, 789915.6173733189 1374914.697459302, 789944.2678731054 1375903.555898404, 789623.1053533355 1375911.5306679383, 789720.091837285 1377637.6812932368, 789991.7180521052 1377629.1131742662, 790006.7136429976 1378739.4126721031, 789886.7558427358 1378710.657300091, 789883.6524812673 1378843.8692040355, 789716.7876438464 1378846.9188041266, 789715.5182597678 1379446.2399937662, 789640.6687980286 1379447.369758084, 789639.7750761482 1379607.5187654877, 790018.3308942167 1379599.9417984842)))"
97204,8600000US97204,97204,97204,Z5,638495,217662,45.7031,Multnomah County,512,"POLYGON ((753384.1380556464 1380688.2699698552, 754138.4070582974 1381783.7111736161, 753881.6723372864 1381887.9181331373, 754337.1387452916 1382267.2313667026, 754524.3557103148 1382742.3043893592, 754797.6725452844 1382741.6250282796, 754756.9213167338 1382558.4960305614, 755320.9071819596 1382534.4366066016, 755320.2974228944 1382743.8307859446, 756927.2284606558 1382666.3273031074, 756475.1550641718 1380695.3827564586, 755979.5347850028 1379059.0008824095, 755098.1042684383 1379378.8820381237, 754880.7090966583 1379217.211871675, 754608.6734725351 1379335.6752345972, 754374.1050824227 1379435.639725866, 753860.1326544298 1379646.615541101, 753086.4757122961 1379967.005216924, 753444.1351631138 1380099.0322526367, 753384.1380556464 1380688.2699698552))"
97014,8600000US97014,97014,97014,Z5,377833701,20065384,37.1831,Hood River County,710,"POLYGON ((893778.05555675 1388906.5960234764, 893908.8551551893 1390019.6723536444, 895047.4899106915 1390607.9549384057, 897115.6100642446 1390843.4769726063, 898896.2995753774 1392427.0196147154, 899753.963117792 1392367.866643177, 900114.047139421 1392137.960872908, 899418.2581988518 1392638.5134503618, 898560.9392403769 1392428.1451728598, 898408.3148922116 1393082.9047131161, 898808.5025467753 1394554.7041788683, 899728.2323917958 1394829.8712849882, 901302.5185969179 1394963.1605691873, 901454.422201539 1394621.7305908077, 902298.3831275025 1394849.6176674704, 903825.0267561859 1394944.9995537333, 904251.8412818045 1394774.410755889, 904591.2199794683 1395537.3856661308, 902601.98051737 1395665.779554567, 901628.2469922751 1396634.8781139862, 900566.8316820753 1397373.0491288968, 900620.2661089287 1397995.6785228967, 900270.7589987506 1398485.784675361, 898673.7681515776 1398682.7339052893, 898225.7055198256 1399224.7825628356, 897809.4697004335 1399262.5291256816, 895640.9405909497 1398933.0190621798, 894612.2331830588 1399019.815786183, 894993.6976908774 1399062.5710975907, 894995.8599874843 1399597.2158873887, 894608.9737256197 1400415.3220404275, 895908.5569145599 1400391.724046225, 896324.3718782805 1401136.564641384, 898053.5820577741 1400886.8724372785, 899498.5333868486 1400678.3396713166, 902248.000971267 1401392.9923179627, 902351.5551888682 1401457.0805502355, 902371.9577887389 1401462.618607605, 913626.2267426527 1408440.2546104882, 917095.7403447303 1410591.3322942504, 917403.8719179396 1410698.2644249909, 922705.8424969397 1412527.6490883965, 927546.6147583439 1412730.5999870051, 927812.5836841959 1412855.7489373626, 930766.8807364177 1414193.2048344873, 931521.6343540071 1414518.3426157164, 932890.0667844649 1415148.8846580011, 933721.0674603925 1415864.326004561, 935133.6715399757 1416820.6494992112, 937031.8269589137 1418093.514979385, 937930.1870824654 1418696.0521113977, 938124.3793077761 1419061.529124779, 940235.0260455671 1422704.4979553886, 940445.9209245571 1422807.2605186745, 941013.8474883345 1423064.9397537007, 943209.586829486 1422843.9620498056, 943874.3000465623 1422796.1131111223, 944890.6588415431 1422750.6515725537, 945266.8064580293 1422718.9073741764, 946116.7143195082 1423161.000216206, 946535.7072976894 1423378.9656398182, 947914.9033519891 1424096.5326313365, 948653.7532687382 1424480.9988144573, 950408.0981971154 1425394.0475714188, 951294.5255301606 1425839.3977539188, 951891.9469336605 1426166.4945983246, 952205.7399824722 1426329.8667224953, 952606.504670284 1426895.7680625017, 952958.2067493871 1427379.9171860232, 953245.939187376 1427776.0274026496, 953392.6199888221 1428005.9159874357, 954147.5756021728 1429072.1984444356, 954140.8516565791 1429178.6918188438, 954166.1863811909 1429218.4041320174, 953997.5166516277 1431449.1539567981, 953946.8868158812 1432251.2950028223, 955199.2533482406 1433374.0534021556, 960244.7505589052 1437869.7511063153, 960658.9665608457 1438263.507715597, 961290.2262079954 1438837.4676219225, 962951.1588178332 1440328.079270517, 964315.8296856321 1440772.8917527806, 965255.3591928055 1441068.4143186954, 970446.0902905322 1442733.4728856809, 970985.1179156963 1442906.959361246, 977306.5778319521 1444993.6039175568, 979965.9379232413 1444332.8193034858, 981837.372623758 1443855.5188645655, 995732.0450302698 1440317.6409544481, 996702.7913893997 1440061.1164361623, 1003019.2729407914 1440223.0384751572, 1003552.2054144636 1440240.3320449642, 1003796.0417336728 1440246.3974140706, 1011862.766821067 1443146.1680982846, 1013814.0822046619 1443848.2039552103, 1018085.1752762955 1443718.1723139498, 1021538.990285095 1443604.8069272244, 1021524.8360582585 1441721.183544661, 1021793.3247549502 1441528.9055284509, 1021908.1556909377 1439817.8972784386, 1021577.8916681232 1439132.0678055151, 1021375.3517720831 1437631.1618624656, 1021450.7424739805 1437169.119516076, 1021122.676910257 1436056.191030323, 1021008.9954273008 1435030.3757834649, 1020788.4844263596 1434541.442492814, 1020992.2354866144 1434228.24369262, 1021562.8322342582 1435093.8132033779, 1022037.9744339598 1435955.2484924921, 1022786.7107945044 1436250.8969728113, 1022909.9018381945 1436582.908882429, 1023581.6111839353 1436614.8672667737, 1023978.4344284142 1437031.0173568781, 1024586.1208785775 1436514.9964194759, 1025458.4744459685 1436713.8552246778, 1025642.5437601595 1436266.3916986068, 1027305.7523980918 1436650.022088061, 1027899.083641608 1435916.926148201, 1027839.0076246716 1435426.4757353489, 1028930.5043098375 1434209.623779135, 1028518.3675472878 1434132.0397947964, 1028644.9154955634 1433697.0543768357, 1027986.6457996914 1433738.4221161776, 1027467.1071399472 1433528.10117914, 1026727.054987896 1433703.3728181627, 1026241.8029688743 1432933.5163037525, 1026444.0213702807 1432463.2039980525, 1026136.562691137 1431290.4804583082, 1025165.490762434 1430993.7422222504, 1024316.2765234854 1431436.4634567427, 1022664.1652446187 1430334.8030604848, 1022198.5691235188 1429282.8510255907, 1021752.5151768107 1428980.8431055322, 1020604.9832671916 1427462.800411125, 1020913.1692437489 1426874.9892022205, 1020507.4476909566 1426480.5421772106, 1020589.3479291366 1425803.9680941405, 1019698.2887692727 1425308.3340125973, 1018149.1647512871 1424890.8774376903, 1017461.144356704 1424034.7175288964, 1016998.3266924311 1424299.4342063072, 1016450.8633227785 1423348.3308785146, 1015897.3840749176 1423097.9262280194, 1015505.9408206943 1423128.2562474925, 1015031.698079766 1423760.0715678262, 1015099.126772133 1424367.446791614, 1014873.9392431275 1424937.7546808915, 1014383.844932531 1425061.0455544714, 1013621.7127494812 1424813.2978211876, 1012995.6543595729 1424172.3066800246, 1012794.0808260381 1422915.8502691016, 1012173.7387312298 1422107.7677659097, 1011865.6890624895 1420995.080815453, 1012098.6869378262 1420383.0558758813, 1011551.6547585585 1419448.852239477, 1011056.5621027176 1418072.2623643975, 1009898.5424469785 1417555.3448115683, 1008537.928769121 1417753.6864831478, 1007414.6323561519 1417255.0026952776, 1007202.6937913783 1416703.3662377093, 1006131.3543935749 1416597.875951098, 1005246.8247906867 1415847.1000255125, 1004929.2878975658 1414589.142150405, 1004272.1306153912 1414117.3617076357, 1004162.5711943038 1413452.2923753574, 1003437.2071964254 1412870.669384247, 1002263.3286039021 1412404.3678447127, 1001721.0233383831 1412387.2147059417, 1000885.0098897963 1412790.9183078976, 1000648.939307351 1412610.9740274763, 999389.8263337337 1412596.1402985665, 999161.1929470558 1412916.109829213, 998169.4841505557 1413514.0787723397, 997304.7533547042 1413684.9459494012, 996354.6333889882 1413690.4632541419, 995259.8667493119 1413522.7833783014, 994905.3124853204 1413786.3490296707, 994146.015654993 1415019.2351683169, 994148.263619076 1415539.271868736, 994481.4773381582 1415829.6388572156, 994965.5342580334 1416908.0504294222, 995017.7349926467 1418246.1017059372, 994359.0151650726 1418997.1511561254, 993829.281758188 1418651.411464099, 993188.6438369097 1418686.3018905944, 992259.2478922423 1418425.4556820649, 991574.1492912268 1417827.939168469, 991501.8295487523 1416929.309320952, 990875.7621525531 1416331.279116824, 990101.4628962935 1415180.4568936208, 989828.7001190995 1414215.252501324, 988644.8880202313 1414216.6844666759, 988349.4723182408 1413463.7430709943, 987613.5240475137 1412226.717047616, 987417.3119775055 1411636.7393230577, 987378.9643509332 1410613.604819205, 987537.2214979795 1410221.2882418856, 987333.8177593305 1408935.933273257, 986881.1177231186 1408646.0714374902, 986008.1216197093 1407452.0774532477, 985147.1188700349 1406689.377538314, 984894.1931653138 1406032.4752639877, 984185.0994881407 1405035.862541307, 983494.0465990537 1404672.8445220212, 982736.0163651936 1403926.1384785608, 980781.6719649924 1402886.477843579, 979785.1103369525 1402610.460641203, 979252.15834743 1401602.1107544713, 979548.9029092869 1400872.0191943238, 979964.2356756269 1400773.5429335418, 980671.9251720634 1401237.569887053, 982324.4317820863 1400819.141823848, 982616.6303802995 1400314.1875550689, 982567.1464933901 1399314.5922835916, 982308.8942585847 1398801.8661525093, 981334.3007137761 1397833.595522977, 981051.3509938703 1396829.2958054629, 980465.7193893353 1396171.8635697518, 979866.0854516444 1394647.4179894975, 979137.9578651377 1393441.9492088668, 978353.3405342939 1392862.4938848736, 977401.3704241455 1391718.6294334088, 975827.6181049368 1391318.8827106692, 973236.8060161581 1390401.7122656421, 972418.0320287411 1389263.9479152455, 971817.4661759996 1389248.8638829766, 971479.1897589734 1389987.748987978, 971105.4146018643 1390068.9380240534, 970255.7833794961 1387514.547171954, 970150.7700889563 1386682.560997343, 969233.2919755116 1384571.334484576, 969012.0580649787 1383766.4167458646, 968553.825711668 1383265.1520116562, 967773.1432328746 1382935.8411959524, 966789.7884516175 1381909.6748836236, 966198.4411100617 1380910.2888357441, 964699.1960259788 1378908.408206052, 964057.0015290772 1377326.0523910194, 963476.3176452214 1376985.202346996, 962974.4897203397 1376376.4693365605, 962368.7768334791 1376044.0883907382, 961501.9198199835 1376058.1574374398, 960626.0804536729 1376547.2415101577, 959734.6886608667 1377620.4971206416, 959475.2881106831 1377607.7047782924, 959150.114870729 1377021.2630801182, 959269.2871795098 1375735.1806912457, 958949.7246518666 1375118.3796769711, 958035.0262056657 1374699.4106954236, 956894.32513573 1374443.3025909737, 955795.2636466416 1374558.1720672492, 955130.6900852119 1374786.433458978, 954004.107169983 1375798.2806903298, 953688.0256675424 1376222.333747647, 952605.1097922046 1376885.5974362488, 951792.3944803904 1377738.669999601, 951572.7391369927 1378803.3349359736, 951697.6268548341 1379149.8436433913, 951091.1053364208 1379702.5518738183, 950831.3132876772 1380411.973284796, 949966.6732449464 1380812.6972994858, 950234.6928762178 1381566.2897513527, 949046.3341450033 1382454.0299141982, 949473.177274745 1384346.0177410136, 949218.3732511881 1385233.7185915192, 948751.1261644999 1385423.4105802255, 949036.0571122421 1384945.8356250296, 948887.6372718853 1384024.2492418408, 948801.8642940347 1384577.887282823, 946274.6654698025 1385773.0757032472, 945675.6857911999 1386136.539702196, 944105.7081374679 1386161.4126976263, 942511.5897895732 1385993.8994662669, 941874.7266217725 1385817.6490447572, 941111.2405302168 1386119.9545144187, 939857.7156229629 1385607.4593703982, 938966.2692460009 1385110.1258594536, 938159.8429404136 1385547.8763345098, 937230.4995963172 1385054.9368627316, 936870.7813964887 1385190.0950603746, 936293.4196412878 1385909.3941338083, 935971.4326599394 1386748.503963108, 936519.815302865 1387665.050299404, 937055.4856677747 1388862.6619674284, 936813.9320899064 1389842.9283041263, 935957.3273680256 1390957.4695233114, 935393.1898452197 1391317.3288849806, 935021.1674829002 1391902.428162473, 935084.2968314416 1392279.4983961838, 934655.0648401006 1393243.8355553614, 933242.9643811291 1394437.413547808, 932251.0512395779 1395116.906892715, 931395.682263279 1393602.0595494634, 927813.043505193 1391085.482073538, 926685.0314278951 1390490.5069830024, 924865.5353273997 1389361.2550386274, 922475.924368532 1387512.5696414704, 921269.5796195009 1386899.6399189641, 909911.0876877985 1379315.6342969807, 909479.5564314161 1378937.300401884, 905143.7614279218 1376008.2586836936, 903201.8811966529 1374922.2536179007, 903128.0242823076 1376425.1974285718, 903848.7251372882 1377848.8815020677, 903233.7308108419 1377971.7010679215, 902702.824898966 1377777.791625871, 902524.9369721486 1378609.513656574, 901854.221114013 1378884.085375623, 901949.4890163122 1379365.1052004315, 900955.5907517498 1379865.9339479313, 900527.463671134 1379761.24814529, 899490.9659937333 1380727.6257533466, 899403.5706330742 1381447.0970638257, 898730.7675723804 1381322.0864414526, 898141.640492329 1381528.4336913177, 896948.3765803624 1381633.6556325916, 895849.537070533 1381535.7533128653, 895804.7046096078 1381938.5569032836, 896111.3079867307 1382600.2825104792, 896468.6528487533 1382821.5274448202, 896464.7846732204 1383676.13289669, 896953.8985866893 1384159.2006024814, 898083.2229746603 1384107.3891893777, 898607.9717026021 1384528.1560808562, 897891.7436489549 1384340.931719669, 897278.2179373335 1384501.1029272913, 897050.8232650036 1384823.2588378005, 895823.9636318841 1384762.5364225388, 894070.9246466408 1386533.7424321086, 893310.7190701128 1386839.554038596, 892328.3515021901 1387736.2978492298, 893053.0050819606 1388104.7949946723, 893778.05555675 1388906.5960234764))"
