ZIP,AFFGEOID20,GEOID20,NAME20,LSAD20,ALAND20,AWATER20,Percent SNAP,Households,geometry
97236,8600000US97236,97236,97236,Z5,19991795,50456,30.9657,13079,"POLYGON ((789671.0713144472 1371263.7873281278, 789674.5289614733 1371403.0355344932, 789833.9366526428 1371396.8894219832, 789857.7618218457 1372356.6823611234, 789862.2378585278 1372516.3314899686, 789640.7580999783 1372511.9822578947, 789650.9154299162 1372951.9828529113, 789719.5993599761 1372949.5477847266, 789721.328165803 1373019.17206413, 789875.5483810814 1373021.5440094532, 789915.6173733189 1374914.697459302, 790778.7914814509 1374887.816907095, 790788.382074155 1375285.1573030993, 791901.1031558185 1374978.5769459596, 792431.9188079307 1375389.6611056414, 792591.05854945 1374833.863806515, 793232.4901946789 1374822.044851779, 793235.0026339741 1375017.4885676696, 793585.9105887036 1375289.693073177, 793736.3007798063 1374814.7304865485, 794202.934846364 1374807.97867505, 795148.8707034256 1374798.5717682876, 795573.6817650928 1374801.6321414397, 796859.6693017973 1374790.5205222561, 797381.9086586277 1374781.7478089365, 797394.1501654303 1375019.9932711849, 797498.898417324 1375055.7290341642, 797724.0678813652 1375054.9635614688, 797721.3689712534 1374997.0346839668, 797649.7649685007 1374953.1922633324, 797640.7403574866 1374783.4406025528, 799137.0201516608 1374813.6490650917, 800444.4576765086 1374830.6835627886, 800471.8986402194 1375716.3504818792, 800478.2179236705 1375828.5388339376, 801223.7001856585 1375825.7392884921, 801157.9998205125 1376330.6856924319, 802466.4618588842 1376298.9426164872, 802394.7002729471 1374787.350199938, 802673.3823687637 1374782.7879404088, 803037.1038489578 1374773.6180413717, 803514.7786026128 1375117.6903927594, 803514.9269667555 1375145.0427053287, 803870.502093945 1375234.2004819298, 803948.5826630641 1374750.4858969233, 804627.0768710842 1374733.7420347743, 804657.0244629207 1375007.6723648633, 805838.8127687589 1374920.4732724016, 805835.2378890325 1374697.3358543993, 805806.5959530172 1373251.4515072545, 805688.6937942259 1373255.0188195223, 805586.7261224549 1372205.18972886, 805782.9438435177 1372172.7461026236, 805756.2838369687 1371011.6831518037, 804742.9503404008 1371040.8364514934, 803854.4156960021 1370735.4722722494, 803838.7089760414 1370148.980958112, 803815.0849328014 1369425.9031725007, 804026.3094062796 1369089.6161924982, 803365.6083276487 1369096.461527026, 803341.372438245 1368423.004691585, 804068.6822067772 1368400.690653255, 804353.2788489774 1368084.885714214, 804352.7788076812 1368053.5300552975, 804341.9872902276 1367457.4392242664, 803204.8713828078 1367499.4975986346, 803188.0473883688 1367344.889504638, 803141.2556100084 1366099.7021443744, 803148.6566344232 1365981.347285226, 803139.677966579 1365907.1574141735, 803088.4621112151 1364192.6601075584, 801444.0667004137 1364222.2817652551, 801058.2231056924 1364257.9084683533, 800752.6649848298 1363679.557504441, 800968.8140328145 1363439.7794380274, 800141.3266594595 1363423.0525360522, 800127.2455013166 1362833.6105965846, 800429.0740907106 1362328.4015756366, 801465.3980847438 1361695.5799133624, 801420.3659885059 1360400.027987104, 801721.1981329124 1359618.0293974548, 800030.5267236152 1359311.1275160692, 800026.1618968883 1358941.754367005, 799362.6929169967 1358974.6814041382, 798925.1847232443 1359000.6609748937, 798734.6621847164 1359018.8015129454, 798074.3210079329 1359064.0940556298, 797331.7622430926 1359105.9465642984, 796752.1124726917 1358892.8961766304, 796516.5793721806 1359127.3547696942, 795540.8165223819 1359152.7342221593, 795195.8075826925 1359161.5675636784, 794989.0534375237 1359166.645268337, 794816.4252867681 1359171.2511634508, 792148.4774471116 1359240.9898989885, 791477.3778292978 1359265.965147364, 790861.164941885 1359289.2379871095, 789545.5490747531 1359334.6199836729, 789582.2486962826 1360844.1080160446, 789942.4963538931 1361895.4770485328, 789973.5534768305 1363075.017402493, 789742.693021192 1363523.9099013195, 790139.5977286279 1363944.4615087865, 789674.1078014293 1364182.8820173892, 789817.309665376 1364865.7779022725, 789837.2767182889 1365959.8834807186, 789802.2260439383 1366294.8605594656, 789790.3029447622 1366352.0568512725, 789641.9983060779 1366310.8744373054, 789645.9226311435 1366603.303392118, 789712.3737277836 1366603.1127324267, 789660.6170510524 1366802.454781096, 789657.572551943 1367310.2574140267, 789735.3424673046 1368840.9936135986, 789780.5068590147 1369637.2107665061, 789804.676237228 1370517.8421885779, 789538.9273891273 1370529.1824380208, 789473.0657941835 1370593.9197855412, 789490.3294827663 1371268.276072328, 789671.0713144472 1371263.7873281278))"
97233,8600000US97233,97233,97233,Z5,12026595,46596,34.8341,13682,"MULTIPOLYGON (((800325.1022053318 1381613.8948949086, 800315.7253488714 1381323.4171416014, 800165.7576383096 1381324.5141503196, 800174.0505695199 1381623.042781768, 800325.1022053318 1381613.8948949086)), ((790018.3308942167 1379599.9417984842, 790060.6009278925 1381622.9124189022, 791833.4066134581 1381582.9903798194, 792688.6202498588 1381556.3782977064, 793049.9092745627 1381546.7282229026, 794369.5651119619 1381503.2548404664, 795128.5914407425 1381475.0980697796, 795424.3845631272 1381909.5436743787, 795404.7541505971 1381465.3928279078, 796624.1222938446 1381409.9352843377, 797009.6951384398 1381501.888484474, 797006.7575300081 1381381.9571630212, 797666.6123322535 1381355.956690249, 797670.8274129943 1381475.8567595468, 797854.2022560433 1381467.359463575, 797863.4881593355 1381710.7862781126, 798023.6229627879 1381706.1414888327, 798017.2620445746 1381540.3351537057, 798439.007865843 1381528.570278546, 798434.676499275 1381330.251530899, 799332.4069653827 1381322.567861114, 799508.7669981488 1381310.2438184684, 799545.6028212142 1381885.2872469048, 799682.0288387694 1381875.761679187, 799686.3818224302 1381644.038924247, 799875.9574847824 1381627.0188654237, 799832.5580387751 1381287.3991135098, 800314.0762618011 1381266.1915000025, 800643.8163560785 1381255.98078165, 801455.4476581471 1381229.3264607615, 801464.1324029488 1381407.4781811289, 803263.0904552642 1381389.0400608983, 803530.6529152562 1381150.9521167586, 804255.2958230287 1381131.9810365252, 804259.0136699518 1381254.0820004214, 805091.71532289 1381335.7541322913, 805186.2349438944 1381076.6928167234, 805186.1940137346 1381447.277936776, 805385.7647104562 1381578.8839912107, 805374.827579797 1381071.7828964302, 805598.783042574 1381066.02291235, 806080.6885929897 1380996.7914444208, 807264.7880637601 1381468.4011096617, 807409.7115181602 1381086.314817082, 807413.6774755692 1381166.099271178, 808247.0696129679 1381138.0906180418, 808595.985587932 1380954.290498753, 808597.670098854 1381024.6462670388, 809160.5678469335 1381232.577593559, 811221.0614498226 1380967.4698830429, 811223.9574395772 1381056.7635771318, 811606.8462556005 1381038.8935402809, 811585.0381524654 1379874.781374949, 811192.0208759843 1379888.1508428154, 811170.7743911187 1378371.6843840503, 809862.7986910134 1378879.5991318882, 809846.2212481134 1378754.5227703718, 809812.9265394675 1377252.9355827852, 809998.751654614 1377248.8635115055, 809812.2250289795 1375881.1516120231, 808489.0333574784 1375930.2976798406, 808478.8141660739 1375267.8032418324, 807973.9877790756 1374632.4761915363, 807811.0606959474 1374629.8160096568, 807813.6853499874 1374792.7933688983, 807025.7683592349 1374770.4807553764, 806919.2676470171 1374661.0618209739, 805835.2378890325 1374697.3358543993, 805838.8127687589 1374920.4732724016, 804657.0244629207 1375007.6723648633, 804627.0768710842 1374733.7420347743, 803948.5826630641 1374750.4858969233, 803870.502093945 1375234.2004819298, 803514.9269667555 1375145.0427053287, 803514.7786026128 1375117.6903927594, 803037.1038489578 1374773.6180413717, 802673.3823687637 1374782.7879404088, 802394.7002729471 1374787.350199938, 802466.4618588842 1376298.9426164872, 801157.9998205125 1376330.6856924319, 801223.7001856585 1375825.7392884921, 800478.2179236705 1375828.5388339376, 800471.8986402194 1375716.3504818792, 800444.4576765086 1374830.6835627886, 799137.0201516608 1374813.6490650917, 797640.7403574866 1374783.4406025528, 797649.7649685007 1374953.1922633324, 797721.3689712534 1374997.0346839668, 797724.0678813652 1375054.9635614688, 797498.898417324 1375055.7290341642, 797394.1501654303 1375019.9932711849, 797381.9086586277 1374781.7478089365, 796859.6693017973 1374790.5205222561, 795573.6817650928 1374801.6321414397, 795148.8707034256 1374798.5717682876, 794202.934846364 1374807.97867505, 793736.3007798063 1374814.7304865485, 793585.9105887036 1375289.693073177, 793235.0026339741 1375017.4885676696, 793232.4901946789 1374822.044851779, 792591.05854945 1374833.863806515, 792431.9188079307 1375389.6611056414, 791901.1031558185 1374978.5769459596, 790788.382074155 1375285.1573030993, 790778.7914814509 1374887.816907095, 789915.6173733189 1374914.697459302, 789944.2678731054 1375903.555898404, 789623.1053533355 1375911.5306679383, 789720.091837285 1377637.6812932368, 789991.7180521052 1377629.1131742662, 790006.7136429976 1378739.4126721031, 789886.7558427358 1378710.657300091, 789883.6524812673 1378843.8692040355, 789716.7876438464 1378846.9188041266, 789715.5182597678 1379446.2399937662, 789640.6687980286 1379447.369758084, 789639.7750761482 1379607.5187654877, 790018.3308942167 1379599.9417984842)))"
97204,8600000US97204,97204,97204,Z5,638495,217662,34.1146,384,"POLYGON ((753384.1380556464 1380688.2699698552, 754138.4070582974 1381783.7111736161, 753881.6723372864 1381887.9181331373, 754337.1387452916 1382267.2313667026, 754524.3557103148 1382742.3043893592, 754797.6725452844 1382741.6250282796, 754756.9213167338 1382558.4960305614, 755320.9071819596 1382534.4366066016, 755320.2974228944 1382743.8307859446, 756927.2284606558 1382666.3273031074, 756475.1550641718 1380695.3827564586, 755979.5347850028 1379059.0008824095, 755098.1042684383 1379378.8820381237, 754880.7090966583 1379217.211871675, 754608.6734725351 1379335.6752345972, 754374.1050824227 1379435.639725866, 753860.1326544298 1379646.615541101, 753086.4757122961 1379967.005216924, 753444.1351631138 1380099.0322526367, 753384.1380556464 1380688.2699698552))"
97859,8600000US97859,97859,97859,Z5,283517056,64805,33.3333,57,"POLYGON ((1807106.186273766 1372039.830698506, 1806974.3675508765 1378149.4041593727, 1809603.5530898662 1378235.8105796392, 1809514.0771478422 1387380.0435380377, 1810507.1676860165 1388013.765651643, 1810530.397795436 1388547.9431443245, 1811292.8089145315 1389697.1047419056, 1811848.5695484704 1390770.9915280526, 1811776.6753996417 1391305.46753435, 1812065.2396504206 1391725.9507253373, 1812376.1888850704 1390924.3244800994, 1813176.9693581383 1390551.273375802, 1812861.5628534527 1391194.115228473, 1812114.2526268305 1391777.0864673492, 1812436.9205323143 1392379.3028088333, 1812562.4782737438 1393618.4344715748, 1812930.3592524722 1394666.0061869698, 1812760.6647774987 1395002.6462818377, 1813001.9887190457 1395908.2390848796, 1813632.7367574116 1397049.6313263704, 1814860.0086683847 1398558.3814075114, 1816483.3962181038 1399404.8237868089, 1817443.1955077697 1399621.9159736955, 1818324.9739923791 1399695.2832431654, 1819718.1116325734 1400509.81334667, 1820870.9074484308 1400719.3220038328, 1822472.0325172376 1400482.725356385, 1823342.7814171398 1399975.3374620907, 1824290.2805650185 1400136.6371035357, 1825888.6471650419 1401925.0268256066, 1826255.47080209 1401987.2482155527, 1827138.391646397 1401706.1015509793, 1828116.385643627 1401643.6290672144, 1830177.8026751385 1403239.459883533, 1830043.1068041634 1404215.5372012767, 1824187.2763575641 1407394.0112980534, 1818226.6611770154 1407534.9078276874, 1819623.9526207538 1407911.4725797419, 1820466.3772928745 1408252.820150981, 1821664.8357261608 1409095.9922408578, 1822475.6715843896 1409522.377143891, 1823511.1209889986 1409660.9856480518, 1824654.2288863563 1409416.3469708809, 1829807.3715081036 1407526.9206680239, 1830047.4994333065 1407831.580525625, 1829234.4177596858 1408228.1281918136, 1829178.1528044394 1408537.526510911, 1830020.2107685846 1409209.368225005, 1831018.197265407 1409651.2771735867, 1831339.1872046478 1410142.888592262, 1832223.2701070819 1410818.4150919574, 1834678.779079188 1411033.984403037, 1854978.7885308852 1411430.682709428, 1856264.0082920643 1411466.8365248614, 1856187.8398418128 1415021.857655905, 1860030.0505412307 1426013.1790522062, 1859783.88176268 1426406.2055698787, 1859507.3208447678 1427366.7891827999, 1860495.0269764897 1427373.5873169487, 1860306.3168110405 1426859.4101317616, 1861091.824900151 1423893.376775939, 1860988.7421705432 1421384.209551246, 1861008.915249582 1420612.1131331043, 1861923.9373432675 1415877.017243863, 1862567.4024735605 1414670.0052194372, 1862756.4449293208 1413933.3482197365, 1863272.0426509448 1412880.5962753491, 1865242.984570792 1410324.1628767138, 1867564.2028073706 1407856.323647421, 1867822.662695895 1407263.4497096867, 1869384.0206478988 1401335.8413326277, 1869643.5538354595 1400774.7571019086, 1870824.7619750968 1399428.3308999315, 1870965.4247592103 1397856.5830148826, 1872202.0697554592 1395688.4005545813, 1872952.899170099 1392766.4696349883, 1873272.0458022128 1391121.0807845949, 1873476.4923958876 1390653.7845858496, 1875557.5147567948 1389362.6589030728, 1877367.8603672117 1387364.4552287166, 1878015.2318731467 1385570.0129316289, 1877894.294711091 1385214.3878204857, 1878221.9833349565 1384012.5118350326, 1878853.4699176692 1383585.2126249212, 1879912.944951091 1383091.0480029879, 1880626.4062851137 1382536.1528064632, 1880881.423005232 1382123.1869595945, 1881028.5594682319 1381536.9580247311, 1881098.6119936372 1378803.0471535595, 1881360.943449436 1377704.1481314905, 1881305.4428747306 1375772.6383933995, 1881642.6102961407 1375313.0254849845, 1881704.0175832068 1374095.6218009205, 1881935.5899877388 1373349.3660528779, 1882107.279005589 1372105.4050359994, 1882747.361492734 1370278.4668086197, 1883049.4724058048 1368863.6925552213, 1882958.1320602214 1368323.9129519407, 1882637.7848898002 1367901.9503846, 1881272.9830116946 1367358.7262735562, 1880272.7950982982 1366300.52750322, 1879985.8054464161 1366161.1075012428, 1879371.430582865 1366228.812804722, 1878434.7766823147 1366591.352453471, 1876931.3274441385 1366474.7452227639, 1875309.8797704396 1367392.4782910615, 1873367.6917729562 1367892.1541903857, 1872767.1257622733 1368629.7592850327, 1871387.9991047198 1369266.8073718469, 1870284.8072712363 1370463.8727149651, 1867086.0017077078 1372051.0348978147, 1866440.7391708037 1372647.9341575394, 1866265.9741778278 1373439.976876427, 1865687.9031031285 1375093.5644105976, 1865418.7587526832 1376179.6880944134, 1865402.019832032 1378475.445697703, 1865450.7116196742 1379520.6866526245, 1865411.736846457 1380066.812200353, 1865049.644474841 1380876.9284676604, 1865139.7978415494 1381915.6015404812, 1864881.3243244726 1382579.6196421164, 1864711.9569531202 1383668.7474092678, 1865138.6260725763 1383580.0084842453, 1865012.1064635129 1382588.8912672356, 1865470.8199914016 1381643.0660315943, 1865174.6537101695 1380940.3994757896, 1865514.79762534 1380350.7569240958, 1865346.434169293 1381039.0239321496, 1865529.7264259292 1381723.7694684262, 1865165.192783609 1382705.6269036403, 1865165.7635559482 1383747.4209785797, 1862890.1659105322 1385690.321292599, 1862326.2899248928 1385988.9065573558, 1861238.8259378185 1386164.0412741243, 1860502.0129729672 1385859.9425362889, 1858484.2583626623 1384690.5398522345, 1857696.8407793376 1384802.1562115862, 1856921.7771463185 1384446.8566493865, 1855546.237496096 1382840.249861753, 1855012.503139559 1381574.241728737, 1853929.6613893884 1380568.0457608937, 1851992.271744709 1380591.2160246188, 1851278.9419330824 1380228.9620885844, 1851075.3320222113 1379598.18325468, 1851539.4804119791 1379047.9769289647, 1851893.0430026993 1377780.7449169725, 1852158.0911708819 1377406.0041304734, 1851979.740123555 1376500.1094973306, 1852056.4292413376 1375819.9772485169, 1851984.212837816 1374795.3429902073, 1851686.519193601 1374010.7778415969, 1850975.596109107 1374196.8351428015, 1850758.276392337 1374038.805868066, 1849522.424914903 1374099.5090406104, 1849183.2334802505 1374284.175126844, 1847922.9559242432 1374438.820479083, 1848392.161937672 1372593.0653261184, 1848515.7977277113 1371415.1380435438, 1848375.7566797768 1370326.0626451871, 1848210.5304439175 1370094.614182988, 1848463.4032062828 1369644.7461948763, 1856178.2163683143 1358285.4224963957, 1856725.0567395817 1356941.9486337223, 1856877.4816202957 1355534.3073789864, 1857068.7549393305 1354819.2379417492, 1857573.940226943 1353900.0092906496, 1861594.3231944675 1348961.4270606986, 1860725.856441696 1348839.5957228716, 1860033.1109921485 1348991.9151048479, 1859962.4242454877 1350466.5754917525, 1855447.7010076388 1350326.373532742, 1855352.3639822544 1352998.9670695558, 1853146.6667050791 1352932.7466663762, 1850059.3508525735 1352852.2609945014, 1850196.3300830417 1347918.223893336, 1844105.6667930933 1347741.03017761, 1837725.3716795004 1347612.3562131557, 1837542.567321699 1351638.5167778635, 1836222.3015281956 1352824.2380770857, 1835444.4102405175 1352976.335776772, 1834092.1233507483 1352581.3460372176, 1831639.5738520243 1352519.655644963, 1831599.822802906 1353830.2711457098, 1830289.6145231056 1353833.031577241, 1830259.2214336623 1355131.8438997946, 1828366.3589624239 1355123.3223840299, 1828378.690653391 1354462.7212906196, 1827114.3693786135 1354711.9050192826, 1824418.5968462967 1354876.7138608315, 1823305.4436939647 1355056.8528881317, 1821679.1250338946 1355524.082943722, 1820975.3289745143 1356019.1640884008, 1820074.4717852587 1357044.5829102541, 1819850.8529476197 1357600.155770259, 1818793.2137336864 1358436.566251363, 1819747.7581406443 1359663.1688728617, 1821058.5880570833 1360404.569170534, 1821359.8793573075 1360755.7965037588, 1821837.3715402845 1361737.1809837352, 1822566.6490293539 1362704.6174810375, 1812575.599642982 1362464.1740297643, 1812451.5507891835 1367686.0728126578, 1806523.8056057752 1367564.6927117864, 1806422.8444549313 1372029.6146505766, 1807106.186273766 1372039.830698506))"
